Año;Área;Régimen afiliación;Grupo de edad de la madre;Tipo de parto;# Nacimientos
2007;Bogotá;OTRO;15 A 19 AÑOS;2.CESAREA;25
2007;Bosa;OTRO;15 A 19 AÑOS;2.CESAREA;3
2007;Ciudad Bolívar;OTRO;15 A 19 AÑOS;2.CESAREA;3
2007;Engativá;OTRO;15 A 19 AÑOS;2.CESAREA;4
2007;Kennedy;OTRO;15 A 19 AÑOS;2.CESAREA;3
2007;Puente Aranda;OTRO;15 A 19 AÑOS;2.CESAREA;1
2007;Rafael Uribe Uribe;OTRO;15 A 19 AÑOS;2.CESAREA;1
2007;San Cristóbal;OTRO;15 A 19 AÑOS;2.CESAREA;1
2007;Suba;OTRO;15 A 19 AÑOS;2.CESAREA;4
2007;Tunjuelito;OTRO;15 A 19 AÑOS;2.CESAREA;1
2007;Usme;OTRO;15 A 19 AÑOS;2.CESAREA;4
2007;Bogotá;PARTICULAR;15 A 19 AÑOS;2.CESAREA;49
2007;Bosa;PARTICULAR;15 A 19 AÑOS;2.CESAREA;6
2007;Chapinero;PARTICULAR;15 A 19 AÑOS;2.CESAREA;1
2007;Ciudad Bolívar;PARTICULAR;15 A 19 AÑOS;2.CESAREA;2
2007;Engativá;PARTICULAR;15 A 19 AÑOS;2.CESAREA;3
2007;Fontibón;PARTICULAR;15 A 19 AÑOS;2.CESAREA;7
2007;Kennedy;PARTICULAR;15 A 19 AÑOS;2.CESAREA;10
2007;Localidad Desconocida;PARTICULAR;15 A 19 AÑOS;2.CESAREA;3
2007;Puente Aranda;PARTICULAR;15 A 19 AÑOS;2.CESAREA;1
2007;Rafael Uribe Uribe;PARTICULAR;15 A 19 AÑOS;2.CESAREA;4
2007;San Cristóbal;PARTICULAR;15 A 19 AÑOS;2.CESAREA;3
2007;Suba;PARTICULAR;15 A 19 AÑOS;2.CESAREA;3
2007;Teusaquillo;PARTICULAR;15 A 19 AÑOS;2.CESAREA;2
2007;Usaquén;PARTICULAR;15 A 19 AÑOS;2.CESAREA;2
2007;Usme;PARTICULAR;15 A 19 AÑOS;2.CESAREA;2
2007;Antonio Nariño;SIN INFORMACION;15 A 19 AÑOS;2.CESAREA;1
2007;Barrios Unidos;SIN INFORMACION;15 A 19 AÑOS;2.CESAREA;3
2007;Bogotá;SIN INFORMACION;15 A 19 AÑOS;2.CESAREA;62
2007;Bosa;SIN INFORMACION;15 A 19 AÑOS;2.CESAREA;3
2007;Ciudad Bolívar;SIN INFORMACION;15 A 19 AÑOS;2.CESAREA;14
2007;Engativá;SIN INFORMACION;15 A 19 AÑOS;2.CESAREA;2
2007;Fontibón;SIN INFORMACION;15 A 19 AÑOS;2.CESAREA;3
2007;Kennedy;SIN INFORMACION;15 A 19 AÑOS;2.CESAREA;3
2007;Localidad Desconocida;SIN INFORMACION;15 A 19 AÑOS;2.CESAREA;1
2007;Puente Aranda;SIN INFORMACION;15 A 19 AÑOS;2.CESAREA;2
2007;Rafael Uribe Uribe;SIN INFORMACION;15 A 19 AÑOS;2.CESAREA;7
2007;San Cristóbal;SIN INFORMACION;15 A 19 AÑOS;2.CESAREA;4
2007;Santa Fe;SIN INFORMACION;15 A 19 AÑOS;2.CESAREA;3
2007;Suba;SIN INFORMACION;15 A 19 AÑOS;2.CESAREA;5
2007;Tunjuelito;SIN INFORMACION;15 A 19 AÑOS;2.CESAREA;5
2007;Usme;SIN INFORMACION;15 A 19 AÑOS;2.CESAREA;6
2007;Antonio Nariño;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;15
2007;Barrios Unidos;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;16
2007;Bogotá;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;1.910
2007;Bosa;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;198
2007;Chapinero;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;10
2007;Ciudad Bolívar;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;353
2007;Engativá;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;69
2007;Fontibón;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;41
2007;Kennedy;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;170
2007;La Candelaria;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;6
2007;Localidad Desconocida;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;57
2007;Los Mártires;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;14
2007;Puente Aranda;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;38
2007;Rafael Uribe Uribe;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;153
2007;San Cristóbal;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;243
2007;Santa Fe;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;75
2007;Suba;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;151
2007;Sumapaz;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;1
2007;Teusaquillo;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;7
2007;Tunjuelito;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;59
2007;Usaquén;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;37
2007;Usme;SUBSIDIADO;15 A 19 AÑOS;2.CESAREA;197
2007;Antonio Nariño;CONTRIBUTIVO;15 A 19 AÑOS;3.INSTRUMENTADO;6
2007;Barrios Unidos;CONTRIBUTIVO;15 A 19 AÑOS;3.INSTRUMENTADO;11
2007;Bogotá;CONTRIBUTIVO;15 A 19 AÑOS;3.INSTRUMENTADO;544
2007;Bosa;CONTRIBUTIVO;15 A 19 AÑOS;3.INSTRUMENTADO;53
2007;Chapinero;CONTRIBUTIVO;15 A 19 AÑOS;3.INSTRUMENTADO;7
2007;Ciudad Bolívar;CONTRIBUTIVO;15 A 19 AÑOS;3.INSTRUMENTADO;47
2007;Engativá;CONTRIBUTIVO;15 A 19 AÑOS;3.INSTRUMENTADO;61
2007;Fontibón;CONTRIBUTIVO;15 A 19 AÑOS;3.INSTRUMENTADO;27
2007;Kennedy;CONTRIBUTIVO;15 A 19 AÑOS;3.INSTRUMENTADO;70
2007;La Candelaria;CONTRIBUTIVO;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Localidad Desconocida;CONTRIBUTIVO;15 A 19 AÑOS;3.INSTRUMENTADO;13
2007;Los Mártires;CONTRIBUTIVO;15 A 19 AÑOS;3.INSTRUMENTADO;4
2007;Puente Aranda;CONTRIBUTIVO;15 A 19 AÑOS;3.INSTRUMENTADO;23
2007;Rafael Uribe Uribe;CONTRIBUTIVO;15 A 19 AÑOS;3.INSTRUMENTADO;28
2007;San Cristóbal;CONTRIBUTIVO;15 A 19 AÑOS;3.INSTRUMENTADO;35
2007;Santa Fe;CONTRIBUTIVO;15 A 19 AÑOS;3.INSTRUMENTADO;22
2007;Suba;CONTRIBUTIVO;15 A 19 AÑOS;3.INSTRUMENTADO;72
2007;Teusaquillo;CONTRIBUTIVO;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Tunjuelito;CONTRIBUTIVO;15 A 19 AÑOS;3.INSTRUMENTADO;17
2007;Usaquén;CONTRIBUTIVO;15 A 19 AÑOS;3.INSTRUMENTADO;20
2007;Usme;CONTRIBUTIVO;15 A 19 AÑOS;3.INSTRUMENTADO;26
2007;Barrios Unidos;NO ASEGURADO;15 A 19 AÑOS;3.INSTRUMENTADO;4
2007;Bogotá;NO ASEGURADO;15 A 19 AÑOS;3.INSTRUMENTADO;158
2007;Bosa;NO ASEGURADO;15 A 19 AÑOS;3.INSTRUMENTADO;12
2007;Ciudad Bolívar;NO ASEGURADO;15 A 19 AÑOS;3.INSTRUMENTADO;12
2007;Engativá;NO ASEGURADO;15 A 19 AÑOS;3.INSTRUMENTADO;8
2007;Fontibón;NO ASEGURADO;15 A 19 AÑOS;3.INSTRUMENTADO;4
2007;Kennedy;NO ASEGURADO;15 A 19 AÑOS;3.INSTRUMENTADO;24
2007;La Candelaria;NO ASEGURADO;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Localidad Desconocida;NO ASEGURADO;15 A 19 AÑOS;3.INSTRUMENTADO;4
2007;Puente Aranda;NO ASEGURADO;15 A 19 AÑOS;3.INSTRUMENTADO;5
2007;Rafael Uribe Uribe;NO ASEGURADO;15 A 19 AÑOS;3.INSTRUMENTADO;14
2007;San Cristóbal;NO ASEGURADO;15 A 19 AÑOS;3.INSTRUMENTADO;19
2007;Santa Fe;NO ASEGURADO;15 A 19 AÑOS;3.INSTRUMENTADO;5
2007;Suba;NO ASEGURADO;15 A 19 AÑOS;3.INSTRUMENTADO;32
2007;Tunjuelito;NO ASEGURADO;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Usaquén;NO ASEGURADO;15 A 19 AÑOS;3.INSTRUMENTADO;6
2007;Usme;NO ASEGURADO;15 A 19 AÑOS;3.INSTRUMENTADO;7
2007;Antonio Nariño;OTRO;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Bogotá;OTRO;15 A 19 AÑOS;3.INSTRUMENTADO;7
2007;Chapinero;OTRO;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Kennedy;OTRO;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Localidad Desconocida;OTRO;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;San Cristóbal;OTRO;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Santa Fe;OTRO;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Usme;OTRO;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Barrios Unidos;PARTICULAR;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Bogotá;PARTICULAR;15 A 19 AÑOS;3.INSTRUMENTADO;9
2007;Bosa;PARTICULAR;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Ciudad Bolívar;PARTICULAR;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Localidad Desconocida;PARTICULAR;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Rafael Uribe Uribe;PARTICULAR;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;San Cristóbal;PARTICULAR;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Suba;PARTICULAR;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Usaquén;PARTICULAR;15 A 19 AÑOS;3.INSTRUMENTADO;2
2007;Bogotá;SIN INFORMACION;15 A 19 AÑOS;3.INSTRUMENTADO;10
2007;Ciudad Bolívar;SIN INFORMACION;15 A 19 AÑOS;3.INSTRUMENTADO;2
2007;Engativá;SIN INFORMACION;15 A 19 AÑOS;3.INSTRUMENTADO;2
2007;Kennedy;SIN INFORMACION;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Localidad Desconocida;SIN INFORMACION;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Rafael Uribe Uribe;SIN INFORMACION;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;San Cristóbal;SIN INFORMACION;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Tunjuelito;SIN INFORMACION;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Usme;SIN INFORMACION;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Antonio Nariño;SUBSIDIADO;15 A 19 AÑOS;3.INSTRUMENTADO;2
2007;Barrios Unidos;SUBSIDIADO;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Bogotá;SUBSIDIADO;15 A 19 AÑOS;3.INSTRUMENTADO;233
2007;Bosa;SUBSIDIADO;15 A 19 AÑOS;3.INSTRUMENTADO;12
2007;Chapinero;SUBSIDIADO;15 A 19 AÑOS;3.INSTRUMENTADO;2
2007;Ciudad Bolívar;SUBSIDIADO;15 A 19 AÑOS;3.INSTRUMENTADO;46
2007;Engativá;SUBSIDIADO;15 A 19 AÑOS;3.INSTRUMENTADO;8
2007;Fontibón;SUBSIDIADO;15 A 19 AÑOS;3.INSTRUMENTADO;3
2007;Kennedy;SUBSIDIADO;15 A 19 AÑOS;3.INSTRUMENTADO;27
2007;La Candelaria;SUBSIDIADO;15 A 19 AÑOS;3.INSTRUMENTADO;1
2007;Localidad Desconocida;SUBSIDIADO;15 A 19 AÑOS;3.INSTRUMENTADO;7
2007;Los Mártires;SUBSIDIADO;15 A 19 AÑOS;3.INSTRUMENTADO;3
2007;Puente Aranda;SUBSIDIADO;15 A 19 AÑOS;3.INSTRUMENTADO;4
2007;Rafael Uribe Uribe;SUBSIDIADO;15 A 19 AÑOS;3.INSTRUMENTADO;24
2007;San Cristóbal;SUBSIDIADO;15 A 19 AÑOS;3.INSTRUMENTADO;29
2007;Santa Fe;SUBSIDIADO;15 A 19 AÑOS;3.INSTRUMENTADO;11
2007;Suba;SUBSIDIADO;15 A 19 AÑOS;3.INSTRUMENTADO;30
2007;Tunjuelito;SUBSIDIADO;15 A 19 AÑOS;3.INSTRUMENTADO;5
2007;Usaquén;SUBSIDIADO;15 A 19 AÑOS;3.INSTRUMENTADO;7
2007;Usme;SUBSIDIADO;15 A 19 AÑOS;3.INSTRUMENTADO;11
2007;Bogotá;CONTRIBUTIVO;15 A 19 AÑOS;4.IGNORADO;2
2007;Localidad Desconocida;CONTRIBUTIVO;15 A 19 AÑOS;4.IGNORADO;1
2007;Rafael Uribe Uribe;CONTRIBUTIVO;15 A 19 AÑOS;4.IGNORADO;1
2007;Bogotá;NO ASEGURADO;15 A 19 AÑOS;4.IGNORADO;4
2007;Engativá;NO ASEGURADO;15 A 19 AÑOS;4.IGNORADO;1
2007;Los Mártires;NO ASEGURADO;15 A 19 AÑOS;4.IGNORADO;1
2007;Tunjuelito;NO ASEGURADO;15 A 19 AÑOS;4.IGNORADO;1
2007;Usme;NO ASEGURADO;15 A 19 AÑOS;4.IGNORADO;1
2007;Bogotá;SUBSIDIADO;15 A 19 AÑOS;4.IGNORADO;3
2007;Ciudad Bolívar;SUBSIDIADO;15 A 19 AÑOS;4.IGNORADO;1
2007;Teusaquillo;SUBSIDIADO;15 A 19 AÑOS;4.IGNORADO;1
2007;Usme;SUBSIDIADO;15 A 19 AÑOS;4.IGNORADO;1
2007;Bogotá;CONTRIBUTIVO;15 A 19 AÑOS;SIN INFORMACION;49
2007;Bosa;CONTRIBUTIVO;15 A 19 AÑOS;SIN INFORMACION;2
2007;Ciudad Bolívar;CONTRIBUTIVO;15 A 19 AÑOS;SIN INFORMACION;5
2007;Engativá;CONTRIBUTIVO;15 A 19 AÑOS;SIN INFORMACION;8
2007;Kennedy;CONTRIBUTIVO;15 A 19 AÑOS;SIN INFORMACION;5
2007;Localidad Desconocida;CONTRIBUTIVO;15 A 19 AÑOS;SIN INFORMACION;2
2007;Los Mártires;CONTRIBUTIVO;15 A 19 AÑOS;SIN INFORMACION;1
2007;Puente Aranda;CONTRIBUTIVO;15 A 19 AÑOS;SIN INFORMACION;1
2007;Rafael Uribe Uribe;CONTRIBUTIVO;15 A 19 AÑOS;SIN INFORMACION;3
2007;San Cristóbal;CONTRIBUTIVO;15 A 19 AÑOS;SIN INFORMACION;2
2007;Santa Fe;CONTRIBUTIVO;15 A 19 AÑOS;SIN INFORMACION;1
2007;Suba;CONTRIBUTIVO;15 A 19 AÑOS;SIN INFORMACION;12
2007;Tunjuelito;CONTRIBUTIVO;15 A 19 AÑOS;SIN INFORMACION;1
2007;Usaquén;CONTRIBUTIVO;15 A 19 AÑOS;SIN INFORMACION;3
2007;Usme;CONTRIBUTIVO;15 A 19 AÑOS;SIN INFORMACION;3
2007;Bogotá;NO ASEGURADO;15 A 19 AÑOS;SIN INFORMACION;15
2007;Bosa;NO ASEGURADO;15 A 19 AÑOS;SIN INFORMACION;2
2007;Ciudad Bolívar;NO ASEGURADO;15 A 19 AÑOS;SIN INFORMACION;6
2007;Fontibón;NO ASEGURADO;15 A 19 AÑOS;SIN INFORMACION;2
2007;Los Mártires;NO ASEGURADO;15 A 19 AÑOS;SIN INFORMACION;2
2007;Rafael Uribe Uribe;NO ASEGURADO;15 A 19 AÑOS;SIN INFORMACION;2
2007;Usaquén;NO ASEGURADO;15 A 19 AÑOS;SIN INFORMACION;1
2007;Bogotá;OTRO;15 A 19 AÑOS;SIN INFORMACION;1
2007;Santa Fe;OTRO;15 A 19 AÑOS;SIN INFORMACION;1
2007;Bogotá;PARTICULAR;15 A 19 AÑOS;SIN INFORMACION;3
2007;Fontibón;PARTICULAR;15 A 19 AÑOS;SIN INFORMACION;1
2007;Puente Aranda;PARTICULAR;15 A 19 AÑOS;SIN INFORMACION;1
2007;Usaquén;PARTICULAR;15 A 19 AÑOS;SIN INFORMACION;1
2007;Bogotá;SIN INFORMACION;15 A 19 AÑOS;SIN INFORMACION;4
2007;Kennedy;SIN INFORMACION;15 A 19 AÑOS;SIN INFORMACION;1
2007;Localidad Desconocida;SIN INFORMACION;15 A 19 AÑOS;SIN INFORMACION;1
2007;Santa Fe;SIN INFORMACION;15 A 19 AÑOS;SIN INFORMACION;1
2007;Suba;SIN INFORMACION;15 A 19 AÑOS;SIN INFORMACION;1
2007;Bogotá;SUBSIDIADO;15 A 19 AÑOS;SIN INFORMACION;36
2007;Bosa;SUBSIDIADO;15 A 19 AÑOS;SIN INFORMACION;3
2007;Ciudad Bolívar;SUBSIDIADO;15 A 19 AÑOS;SIN INFORMACION;13
2007;Kennedy;SUBSIDIADO;15 A 19 AÑOS;SIN INFORMACION;4
2007;Localidad Desconocida;SUBSIDIADO;15 A 19 AÑOS;SIN INFORMACION;2
2007;Rafael Uribe Uribe;SUBSIDIADO;15 A 19 AÑOS;SIN INFORMACION;1
2007;San Cristóbal;SUBSIDIADO;15 A 19 AÑOS;SIN INFORMACION;1
2007;Santa Fe;SUBSIDIADO;15 A 19 AÑOS;SIN INFORMACION;1
2007;Suba;SUBSIDIADO;15 A 19 AÑOS;SIN INFORMACION;1
2007;Tunjuelito;SUBSIDIADO;15 A 19 AÑOS;SIN INFORMACION;1
2007;Usaquén;SUBSIDIADO;15 A 19 AÑOS;SIN INFORMACION;1
2007;Usme;SUBSIDIADO;15 A 19 AÑOS;SIN INFORMACION;8
2007;Antonio Nariño;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;148
2007;Barrios Unidos;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;183
2007;Bogotá;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;11.103
2007;Bosa;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;919
2007;Chapinero;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;113
2007;Ciudad Bolívar;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;879
2007;Engativá;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;1.320
2007;Fontibón;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;586
2007;Kennedy;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;1.656
2007;La Candelaria;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;23
2007;Localidad Desconocida;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;209
2007;Los Mártires;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;161
2007;Puente Aranda;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;498
2007;Rafael Uribe Uribe;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;631
2007;San Cristóbal;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;680
2007;Santa Fe;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;140
2007;Suba;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;1.484
2007;Sumapaz;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;2
2007;Teusaquillo;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;102
2007;Tunjuelito;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;388
2007;Usaquén;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;469
2007;Usme;CONTRIBUTIVO;20 A 24 AÑOS;1.ESPONTANEO;512
2007;Antonio Nariño;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;45
2007;Barrios Unidos;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;63
2007;Bogotá;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;4.791
2007;Bosa;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;546
2007;Chapinero;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;53
2007;Ciudad Bolívar;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;531
2007;Engativá;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;484
2007;Fontibón;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;164
2007;Kennedy;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;573
2007;La Candelaria;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;10
2007;Localidad Desconocida;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;115
2007;Los Mártires;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;86
2007;Puente Aranda;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;108
2007;Rafael Uribe Uribe;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;332
2007;San Cristóbal;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;373
2007;Santa Fe;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;119
2007;Suba;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;553
2007;Sumapaz;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;3
2007;Teusaquillo;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;25
2007;Tunjuelito;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;166
2007;Usaquén;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;154
2007;Usme;NO ASEGURADO;20 A 24 AÑOS;1.ESPONTANEO;288
2007;Antonio Nariño;OTRO;20 A 24 AÑOS;1.ESPONTANEO;1
2007;Bogotá;OTRO;20 A 24 AÑOS;1.ESPONTANEO;88
2007;Bosa;OTRO;20 A 24 AÑOS;1.ESPONTANEO;5
2007;Chapinero;OTRO;20 A 24 AÑOS;1.ESPONTANEO;1
2007;Ciudad Bolívar;OTRO;20 A 24 AÑOS;1.ESPONTANEO;11
2007;Engativá;OTRO;20 A 24 AÑOS;1.ESPONTANEO;4
2007;Fontibón;OTRO;20 A 24 AÑOS;1.ESPONTANEO;2
2007;Kennedy;OTRO;20 A 24 AÑOS;1.ESPONTANEO;16
2007;Localidad Desconocida;OTRO;20 A 24 AÑOS;1.ESPONTANEO;2
2007;Los Mártires;OTRO;20 A 24 AÑOS;1.ESPONTANEO;1
2007;Puente Aranda;OTRO;20 A 24 AÑOS;1.ESPONTANEO;4
2007;Rafael Uribe Uribe;OTRO;20 A 24 AÑOS;1.ESPONTANEO;10
2007;San Cristóbal;OTRO;20 A 24 AÑOS;1.ESPONTANEO;6
2007;Santa Fe;OTRO;20 A 24 AÑOS;1.ESPONTANEO;3
2007;Suba;OTRO;20 A 24 AÑOS;1.ESPONTANEO;2
2007;Sumapaz;OTRO;20 A 24 AÑOS;1.ESPONTANEO;1
2007;Teusaquillo;OTRO;20 A 24 AÑOS;1.ESPONTANEO;1
2007;Tunjuelito;OTRO;20 A 24 AÑOS;1.ESPONTANEO;3
2007;Usaquén;OTRO;20 A 24 AÑOS;1.ESPONTANEO;6
2007;Usme;OTRO;20 A 24 AÑOS;1.ESPONTANEO;9
2007;Antonio Nariño;PARTICULAR;20 A 24 AÑOS;1.ESPONTANEO;3
2007;Barrios Unidos;PARTICULAR;20 A 24 AÑOS;1.ESPONTANEO;2
2007;Bogotá;PARTICULAR;20 A 24 AÑOS;1.ESPONTANEO;143
2007;Bosa;PARTICULAR;20 A 24 AÑOS;1.ESPONTANEO;20
2007;Chapinero;PARTICULAR;20 A 24 AÑOS;1.ESPONTANEO;2
2007;Ciudad Bolívar;PARTICULAR;20 A 24 AÑOS;1.ESPONTANEO;8
2007;Engativá;PARTICULAR;20 A 24 AÑOS;1.ESPONTANEO;10
2007;Fontibón;PARTICULAR;20 A 24 AÑOS;1.ESPONTANEO;12
2007;Kennedy;PARTICULAR;20 A 24 AÑOS;1.ESPONTANEO;21
2007;Localidad Desconocida;PARTICULAR;20 A 24 AÑOS;1.ESPONTANEO;6
2007;Los Mártires;PARTICULAR;20 A 24 AÑOS;1.ESPONTANEO;2
2007;Puente Aranda;PARTICULAR;20 A 24 AÑOS;1.ESPONTANEO;5
2007;Rafael Uribe Uribe;PARTICULAR;20 A 24 AÑOS;1.ESPONTANEO;7
2007;San Cristóbal;PARTICULAR;20 A 24 AÑOS;1.ESPONTANEO;3
2007;Santa Fe;PARTICULAR;20 A 24 AÑOS;1.ESPONTANEO;4
2007;Suba;PARTICULAR;20 A 24 AÑOS;1.ESPONTANEO;23
2007;Teusaquillo;PARTICULAR;20 A 24 AÑOS;1.ESPONTANEO;3
2007;Tunjuelito;PARTICULAR;20 A 24 AÑOS;1.ESPONTANEO;2
2007;Usaquén;PARTICULAR;20 A 24 AÑOS;1.ESPONTANEO;7
2007;Usme;PARTICULAR;20 A 24 AÑOS;1.ESPONTANEO;3
2007;Antonio Nariño;SIN INFORMACION;20 A 24 AÑOS;1.ESPONTANEO;3
2007;Barrios Unidos;SIN INFORMACION;20 A 24 AÑOS;1.ESPONTANEO;4
2007;Bogotá;SIN INFORMACION;20 A 24 AÑOS;1.ESPONTANEO;324
2007;Bosa;SIN INFORMACION;20 A 24 AÑOS;1.ESPONTANEO;33
2007;Chapinero;SIN INFORMACION;20 A 24 AÑOS;1.ESPONTANEO;3
2007;Ciudad Bolívar;SIN INFORMACION;20 A 24 AÑOS;1.ESPONTANEO;49
2007;Engativá;SIN INFORMACION;20 A 24 AÑOS;1.ESPONTANEO;24
2007;Fontibón;SIN INFORMACION;20 A 24 AÑOS;1.ESPONTANEO;12
2007;Kennedy;SIN INFORMACION;20 A 24 AÑOS;1.ESPONTANEO;33
2007;La Candelaria;SIN INFORMACION;20 A 24 AÑOS;1.ESPONTANEO;1
2007;Localidad Desconocida;SIN INFORMACION;20 A 24 AÑOS;1.ESPONTANEO;26
2007;Los Mártires;SIN INFORMACION;20 A 24 AÑOS;1.ESPONTANEO;6
2007;Puente Aranda;SIN INFORMACION;20 A 24 AÑOS;1.ESPONTANEO;8
2007;Rafael Uribe Uribe;SIN INFORMACION;20 A 24 AÑOS;1.ESPONTANEO;22
2007;San Cristóbal;SIN INFORMACION;20 A 24 AÑOS;1.ESPONTANEO;20
2007;Santa Fe;SIN INFORMACION;20 A 24 AÑOS;1.ESPONTANEO;4
2007;Suba;SIN INFORMACION;20 A 24 AÑOS;1.ESPONTANEO;20
2007;Teusaquillo;SIN INFORMACION;20 A 24 AÑOS;1.ESPONTANEO;4
2007;Tunjuelito;SIN INFORMACION;20 A 24 AÑOS;1.ESPONTANEO;15
2007;Usaquén;SIN INFORMACION;20 A 24 AÑOS;1.ESPONTANEO;13
2007;Usme;SIN INFORMACION;20 A 24 AÑOS;1.ESPONTANEO;24
2007;Antonio Nariño;SUBSIDIADO;20 A 24 AÑOS;1.ESPONTANEO;33
2007;Barrios Unidos;SUBSIDIADO;20 A 24 AÑOS;1.ESPONTANEO;39
2007;Bogotá;SUBSIDIADO;20 A 24 AÑOS;1.ESPONTANEO;5.254
